bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,,
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.01,081221627X,9780812216271,eng,178,12,3,,
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus-Richmond Lattimore-David Grene,4.11,226307646,9780226307640,eng,358,75,7,,
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,521539811,9780521539814,eng,95,28,3,,
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus-George Thomson-Richard Seaford,4.01,1400041929,9781400041923,eng,127,61,7,,
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.10,812216717,9780812216714,en-GB,232,12,2,,
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus-E.D.A. Morshead,4.01,486292428,9780486292427,eng,151,87,8,,
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus-E.D.A. Morshead,4.10,1419150014,9781419150012,eng,208,1,0,,
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles-David Grene-Richmond Lattimore-John Moore-Michael Jameson,4.14,226307867,9780226307862,eng,254,4952,34,,
1537,The Oedipus Plays of Sophocles: Oedipus the King, Oedipus at Colonus, Antigone,Sophocles-Paul Roche,3.97,452011671,9780452011670,eng,288,529,45
1538,The Complete Plays,Sophocles-Paul Roche,4.27,451527844,9780451527844,eng,420,2856,37,,
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles-Robert Fitzgerald-Dudley Fitts,3.97,015602764X,9780156027649,eng,259,44470,672,,
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles-Robert Fagles-Bernard Knox,3.97,140444254,9780140444254,eng,430,2825,271,,
1543,Ajax/Electra/Oedipus Tyrannus,Sophocles-Hugh Lloyd-Jones,4.49,674995570,9780674995574,eng,496,104,7,,
1546,Theban Plays,Sophocles-Peter Meineck-Paul Woodruff,3.97,872205851,9780872205857,en-US,304,102,7,,
1547,The Theban Plays (Everyman's Library  #93),Sophocles-David Grene-Charles Segal,3.97,679431322,9780679431329,en-US,223,53,3,,
1548,Electra and Other Plays,Sophocles-E.F. Watling,4.14,140440283,9780140440287,eng,218,132,9,,
1549,Antigone / Oedipus the King / Electra,Sophocles-Edith Hall-H.D.F. Kitto,3.94,192835882,9780192835888,eng,178,13060,183,,
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles-J.E. Thomas,3.69,1580495931,9781580495936,eng,75,134960,1646,,
1555,The Oedipus Plays of Sophocles,Sophocles-Paul Roche,3.97,451621603,9780451621603,eng,390,8,1,,
1558,Oedipus Rex (Greek and Latin Classics),Sophocles-Roger D. Dawe,3.69,521617359,9780521617352,grc,214,209,1,,
1559,Oedipus the King,Sophocles-Bernard Knox-Cynthia Brantley Johnson,3.69,1416500332,9781416500339,eng,144,706,49,,
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes-William Arrowsmith-Richmond Lattimore-Douglass Parker,4.06,452007178,9780452007178,eng,624,5986,78,,
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes-Jeffrey Henderson,3.92,415907446,9780415907446,eng,256,93,6,,
1562,The Complete Plays,Aristophanes-Moses Hadas,4.21,553213431,9780553213430,eng,577,1954,32,,
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes-David R. Slavitt,3.83,812234561,9780812234565,eng,322,4,0,,
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes-Peter Meineck,3.76,872203611,9780872203617,eng,480,1,0,,
1567,Lysistrata and Other Plays,Aristophanes-Alan H. Sommerstein,3.96,140448144,9780140448146,en-US,241,3723,113,,
1568,Acharnians,Aristophanes-Jeffrey Henderson,3.42,1585100870,9781585100873,eng,96,23,2,,
1571,Clouds,Aristophanes-Kenneth James Dover,3.76,199120099,9780199120093,eng,254,13,2,,
1572,Clouds/Wasps/Peace,Aristophanes-Jeffrey Henderson,4.12,674995376,9780674995376,grc,624,68,10,,
1573,The Birds and Other Plays,Aristophanes-David B. Barrett-Alan H. Sommerstein,4.13,140449515,9780140449518,eng,336,1241,17,,
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes-David B. Barrett,3.95,140441522,9780140441529,eng,224,372,27,,
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes-Dudley Fitts,4.03,156027658,9780156027656,eng,400,14,2,,
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes-Jeffrey Henderson,4.19,674995961,9780674995963,grc,608,57,3,,
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.33,822007762,49086007763,eng,80,3,0,,
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,198721595,9780198721598,eng,376,14,3,,
1586,Lysistrata,Aristophanes-Douglass Parker,3.85,451616227,9780451616227,eng,98,19,2,,
1590,Peace,Aristophanes-S. Douglas Olson,3.58,198140819,9780198140818,eng,408,243,11,,
1591,Lysistrata,Aristophanes-Sarah Ruden,3.85,872206033,9780872206038,eng,132,29881,522,,
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes-Alan H. Sommerstein-David B. Barrett-David Brett,3.79,140443320,9780140443325,en-US,335,39,1,,
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,521774330,9780521774338,en-GB,238,5,2,,
1617,Night (The Night Trilogy  #1),Elie Wiesel-Marion Wiesel-François Mauriac,4.32,374500010,9780374500016,eng,115,834287,24227,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,1400032717,9781400032716,eng,226,991627,34202,,
1620,The Night Gardener,George Pelecanos,3.63,316156507,9780316156509,eng,372,3941,353,,
1622,A Midsummer Night's Dream,William Shakespeare-Barbara A. Mowat-Paul Werstine-Catherine Belsey,3.94,743477545,9780743477543,eng,298,371813,5196,,
1624,West with the Night,Beryl Markham,4.19,865471185,9780865471184,eng,294,23110,2370,,
1625,Twelfth Night,William Shakespeare,3.98,743482778,9780743482776,eng,220,133832,2321,,
1627,Brokeback Mountain,Annie Proulx,3.94,743271327,9780743271325,eng,55,23424,1595,,
1629,Close Range: Brokeback Mountain and Other stories,Annie Proulx,3.99,7205589,9780007205585,en-GB,318,466,65,,
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,142000280,9780142000281,en-GB,267,95950,3597,,
1635,Execution: The Discipline of Getting Things Done,Larry Bossidy-Ram Charan-Charles Burck,3.86,609610570,9780609610572,en-US,278,21120,337,,
1642,Formas breves,Ricardo Piglia,4.16,843392463X,9788433924636,spa,144,210,27,,
1643,El último lector,Ricardo Piglia,4.12,8433968777,9788433968777,spa,209,301,20,,
1646,Respiración artificial,Ricardo Piglia,3.96,8433924710,9788433924711,spa,218,1188,71,,
1654,Plata quemada,Ricardo Piglia,3.75,8433924621,9788433924629,spa,227,1003,54,,
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor-Larry J. Sabato,2.95,321317106,9780321317100,eng,664,0,0,,
1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor-Larry J. Sabato,3.50,321365208,9780321365200,eng,854,0,0,,
1667,El túnel,Ernesto Sabato,4.05,8432216429,9788432216428,spa,159,405,52,,
1677,Sobre héroes y tumbas,Ernesto Sabato,4.27,9500716054,9789500716055,spa,547,6294,165,,
1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo-John E. Rotelle-Maria Boulding,3.91,1565480848,9781565480841,eng,416,138,24,,
1684,The City of God,Augustine of Hippo-Thomas Merton-Marcus Dods,3.92,679783199,9780679783190,eng,905,99,15,,
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo-Bruce Harbert-John E. Rotelle,4.04,1565481240,9781565481244,eng,144,251,19,,
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,520227573,9780520227576,en-US,576,1557,95,,
1692,The Political Writings of St. Augustine,Augustine of Hippo-Henry Paolucci-Dino Bigongiari,3.83,895269414,9780895269416,eng,384,0,0,,
1693,On Christian Doctrine,Augustine of Hippo-D.W. Robertson Jr.,4.01,24021504,9780024021502,eng,191,2213,60,,
1698,Confessions  Books 1-13,Augustine of Hippo-Peter R.L. Brown-Frank Sheed,3.91,872201864,9780872201866,eng,296,73,9,,
1702,Saint Augustine,Garry Wills,3.53,143035983,9780143035985,eng,176,257,30,,
1703,Augustine: A Very Short Introduction,Henry Chadwick,3.74,192854526,9780192854520,eng,144,219,31,,
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo-Boniface Ramsey-Edmund Hill,3.94,1565482018,9781565482012,eng,540,26,2,,
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.06,60934913,9780060934910,eng,302,2428,275,,
1710,Confesiones de un chef,Anthony Bourdain,4.06,8466308954,9788466308953,spa,478,10,0,,
1713,The Metamorphoses of Ovid,Ovid-Allen Mandelbaum,4.05,156001268,9780156001267,eng,559,685,62,,
1715,Metamorphoses,Ovid-David Raeburn-Denis Feeney,4.05,014044789X,9780140447897,eng,723,46550,716,,
1717,Tales from Ovid,Ovid-Ted Hughes,4.23,571191037,9780571191031,eng,264,174,19,,
1718,Metamorphoses,Ovid-Bernard Knox-Charles    Martin,4.05,393058107,9780393058109,eng,624,27,8,,
1720,Ovid's Metamorphoses: Books 1-5,Ovid-William Scovil Anderson,4.25,806128941,9780806128948,eng,584,220,16,,
1721,Ovid’s Metamorphoses: Books 6-10,Ovid-William Scovil Anderson,4.30,806114568,9780806114569,eng,560,31,3,,
1722,Latin Via Ovid: A First Course,Norma Goldman-Jacob E. Nyenhuis,4.38,814317324,9780814317327,en-US,524,76,8,,
1725,The Art of Love and Other Poems,Ovid-J.H. Mozley-G.P. Goold,4.02,674992555,9780674992559,eng,400,93,4,,
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid-Peter Green,4.12,520242602,9780520242609,eng,451,412,14,,
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid-Frank Justus Miller,4.57,674990471,9780674990470,eng,499,60,4,,
1730,Metamorphoses: Volume I  Books I-VIII,Ovid-Frank Justus Miller,4.42,674990463,9780674990463,eng,496,757,14,,
1731,Practice! Practice!: A Latin Via Ovid Workbook (Revised Ed.),Norma Goldman-Michael  Rossi,4.08,814326110,9780814326114,eng,152,12,0,,
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.67,806115602,9780806115603,eng,222,6,1,,
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,069101597X,9780691015972,eng,440,12,0,,
1752,Antigone,Sophocles-Reginald Gibbons-Charles Segal,3.63,195143108,9780195143102,eng,197,33,5,,
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh-Martin Kalin,4.07,130158852,9780130158857,eng,640,14,0,,
1772,The Tower,Richard Martin Stern,3.45,446594342,9780446594349,eng,302,241,19,,
1796,The Iliad,Homer-Robert Fitzgerald,3.85,1857150600,9781857150605,eng,594,22,2,,
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.76,226301192,9780226301198,eng,345,120,15,,
1801,Reading Greek Tragedy,Simon Goldhill,4.04,521315794,9780521315791,eng,302,27,2,,
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.40,521011760,9780521011761,eng,334,10,1,,
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.75,521479347,9780521479349,eng,212,11,0,,
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.41,1585424838,9781585424832,en-US,408,1395,219,,
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck-Lee Fukui,4.06,767907434,9780767907439,en-US,336,2700,167,,
1817,Breaking Open the Head: A Psychedelic Journey from Cynicism to Shamanism,Daniel Pinchbeck,4.06,7149611,9780007149612,eng,336,46,2,,
1823,Them: Adventures with Extremists,Jon Ronson,3.95,743233212,9780743233217,eng,336,11066,778,,
1824,The Men Who Stare at Goats,Jon Ronson,3.60,743270606,9780743270601,eng,259,9956,858,,
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.02,393061310,9780393061314,eng,518,4269,405,,
1841,Armas  gérmenes y acero,Jared Diamond,4.02,848306667X,9788483066676,spa,588,175,23,,
1842,Guns  Germs  and Steel: The Fates of Human Societies,Jared Diamond,4.02,739467352,9780739467350,eng,425,215744,7775,,
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,865475091,9780865475090,eng,256,603,60,,
1845,Into the Wild,Jon Krakauer,3.97,385486804,9780385486804,eng,207,754275,17497,,
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,785268839,9780785268833,eng,256,55195,1515,,
1848,Wild Swans: Three Daughters of China,Jung Chang,4.25,743246985,9780743246989,eng,562,69142,4103,,
1849,Wild Fire (John Corey  #4),Nelson DeMille,4.00,044657967X,9780446579674,eng,519,20270,917,,
1850,Born to Be Wild,Catherine Coulter,3.78,515142395,9780515142396,eng,354,2403,112,,
1852,The Call of the Wild,Jack London,3.85,439227143,9780439227148,eng,172,255627,6478,,
1853,Wild About Books,Judy Sierra-Marc Brown,4.17,037582538X,9780375825385,eng,40,4372,366,,
1856,In Web Design for Libraries,Charles P. Rubenstein,2.67,1591583667,9781591583660,eng,196,9,2,,
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.62,805063897,9780805063899,eng,240,163279,5673,,
1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault-Robert Hurley,4.04,140268685,9780140268683,eng,168,286,25,,
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault-Robert Hurley,4.07,140137343,9780140137347,eng,304,47,2,,
1886,Pride and Prejudice,Jane Austen-Tony Tanner-Vivien Jones,4.25,141439513,9780141439518,eng,480,11552,1170,,
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.99,1400032806,9781400032808,eng,399,7271,1002,,
1896,Iceland: Land of the Sagas,David  Roberts-Jon Krakauer,3.72,375752676,9780375752674,eng,160,315,36,,
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.15,385494785,9780385494786,eng,368,327791,11023,,
1899,Under The Banner Of Heaven,Jon Krakauer,3.99,965778401,9780965778404,eng,372,44,4,,
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov-Jon Krakauer-David  Roberts-Alison Anderson-Валериан Альбанов,4.00,067978361X,9780679783619,eng,288,1836,124,,
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,374292795,9780374292799,eng,616,85459,2797,,
1914,La Tierra es plana: Breve historia del mundo globalizado del siglo XXI,Thomas L. Friedman,3.68,8427032226,9788427032224,spa,495,36,0,,
1925,The Avalanche Handbook,David McClung-Peter Schaerer,4.02,898868092,9780898868098,eng,342,41,1,,
1931,Avalanche,Arthur J. Roth,3.65,590422677,9780590422673,eng,144,260,35,,
1934,Little Women,Louisa May Alcott,4.06,451529308,9780451529305,eng,449,1402458,15525,,
1952,A Tale of Two Cities,Charles Dickens,3.83,486406512,9780486406510,eng,293,901,74,,
1972,Den of Thieves,James B. Stewart,4.16,067179227X,9780671792275,en-US,592,9180,198,,
1982,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.29,517093391,9780517093399,en-US,848,31,2,,
1984,Bleak House,Charles Dickens-Mary Gaitskill-Hablot Knight Browne,4.01,375760059,9780375760051,eng,887,1223,146,,
1985,David Copperfield,Charles Dickens-Gish Jen,3.98,451530047,9780451530042,eng,928,352,18,,
1987,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85,671882368,9780671882365,en-US,416,4749,497,,
1988,Charles Dickens,Jane Smiley,3.81,670030775,9780670030774,eng,224,524,78,,
1990,Martin Chuzzlewit,Charles Dickens-Patricia Ingham-Hablot Knight Browne,3.83,140436146,9780140436143,eng,830,12722,365,,
1991,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71,465031269,9780465031269,eng,176,4256,253,,
1993,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.05,60183071,9780060183073,eng,407,57,1,,
1995,Colapso (Historias),Jared Diamond,3.93,8483066483,9788483066485,spa,752,66,10,,
1999,J.K.Rowling,Colleen Sexton,3.79,822533898,9780822533894,eng,112,118,10,,
2000,Conversations with J.K. Rowling,Lindsey Fraser-J.K. Rowling,3.99,439314550,9780439314558,eng,96,4184,85,,
2004,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.57,826452329,9780826452320,eng,96,74,7,,
2005,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.56,747584664,9780747584667,eng,768,1173,72,,
2010,The Santaroga Barrier,Frank Herbert,3.65,765342510,9780765342515,eng,256,1561,79,,
2011,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,765342537,9780765342539,eng,320,6022,139,,
2015,The Eyes of Heisenberg,Frank Herbert,3.43,765342529,9780765342522,eng,192,1437,71,,
2016,King of the Vagabonds (The Baroque Cycle  Vol. 1  Book 2),Neal Stephenson,4.16,60833173,9780060833176,eng,400,1859,97,,
2019,The Birds (Methuen Drama),Sean O'Brien,2.67,413772780,9780413772787,en-GB,96,3,1,,
2022,The Frogs,Aristophanes-B.B. Rogers,3.80,1420926713,9781420926712,en-US,88,3,1,,
2025,Lysistrata,Aristophanes-Jeffrey Henderson,3.85,198144962,9780198144960,eng,320,76,6,,
2026,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,521834341,9780521834346,eng,276,3,0,,
2028,Assembly of Women (Literary Classics),Aristophanes-Robert Mayhew,3.78,1573921335,9781573921336,en-GB,124,51,5,,
2034,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes-F.W. Hall-W.M. Geldart,5.00,198145047,9780198145042,grc,364,0,0,,
2043,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.43,1853991147,9781853991141,eng,127,7,1,,
2045,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler-Frank MacShane,4.47,1883011086,9781883011086,eng,1076,1077,48,,
2046,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler-Frank MacShane,4.49,1883011078,9781883011079,eng,1199,1296,63,,
2048,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler-Tom Hiney,4.45,375415025,9780375415029,eng,1016,224,10,,
2049,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,394758269,9780394758268,eng,265,12648,527,,
2050,Farewell  My Lovely (Philip Marlowe  #2),Raymond Chandler,4.15,394758277,9780394758275,eng,292,24015,1120,,
2051,The Simple Art of Murder,Raymond Chandler,4.16,394757653,9780394757650,eng,384,4794,152,,
2052,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01,394758285,9780394758282,eng,231,97885,3818,,
2054,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,394757688,9780394757681,eng,379,25244,1530,,
2056,An Evening of Long Goodbyes,Paul Murray,3.60,812970403,9780812970401,eng,448,947,127,,
2058,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada-Yuji Oniki-Carl Gustav Horn,3.98,1421501562,9781421501567,eng,196,247,12,,
2059,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,056352474X,9780563524748,eng,2,9,2,,
2067,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89,067003472X,9780670034727,eng,448,9703,319,,
2068,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,068482471X,9780684824710,eng,588,12663,227,,
2069,Consciousness Explained,Daniel C. Dennett,3.88,316180661,9780316180665,eng,511,6393,253,,
2071,Freedom Evolves,Daniel C. Dennett,3.83,142003840,9780142003848,en-US,368,2267,87,,
2074,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,465073514,9780465073511,eng,192,1516,64,,
2077,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey-Daniel C. Dennett,3.76,387987207,9780387987200,en-US,244,20,3,,
2078,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92,262540428,9780262540421,eng,200,474,34,,
2081,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter-Daniel C. Dennett,4.14,553345842,9780553345841,eng,512,4715,90,,
2093,The Illustrated A Brief History of Time,Stephen Hawking,4.16,553103741,9780553103748,eng,256,750,58,,
2094,A Briefer History of Time,Stephen Hawking-Leonard Mlodinow-Gheorghe Stratan,4.21,553804367,9780553804362,eng,176,22855,794,,
2095,The Universe in a Nutshell,Stephen Hawking,4.15,055380202X,9780553802023,eng,216,27792,615,,
2096,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,4.06,762419229,9780762419227,eng,1160,1650,50,,
2099,Stephen Hawking's Universe: The Cosmos Explained,David Filkin-Stephen Hawking,4.28,465081983,9780465081981,eng,304,1383,22,,
2100,The Future of Spacetime,Stephen Hawking-Kip S. Thorne-Igor Novikov-Timothy Ferris-Alan Lightman-Richard     Price,3.93,039332446X,9780393324464,eng,224,241,9,,
2102,Stephen Hawking's Universe,John Boslough,4.04,380707632,9780380707638,eng,160,648,30,,
2103,The Nature of Space and Time,Stephen Hawking-Roger Penrose,4.09,691050848,9780691050843,eng,152,945,37,,
2104,The Physics of Star Trek,Lawrence M. Krauss-Stephen Hawking,3.83,60977108,9780060977108,eng,188,4641,172,,
2109,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,4.12,316281336,9780316281331,en-US,859,361,10,,
2112,The Art of Nonfiction: A Guide for Writers and Readers,Ayn Rand-Robert Mayhew-Peter   Schwartz,3.96,452282314,9780452282315,en-US,192,406,35,,
2113,The Journals of Ayn Rand,Ayn Rand-Leonard Peikoff-David Harriman,3.95,452278872,9780452278875,eng,752,307,12,,
2122,The Fountainhead,Ayn Rand-Leonard Peikoff,3.86,451191153,9780451191151,eng,704,264209,9828,,
2123,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace-Peter V. Rabins,4.24,446618764,9780446618762,eng,624,67,6,,
2126,The 3-Hour Diet: On the Go,Jorge Cruise,3.08,60793198,9780060793197,en-US,192,30,2,,
2127,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann-Joseph Chilton Pearce-Neale Donald Walsch,4.22,1400051576,9781400051571,en-US,400,1341,133,,
2131,The Hours,Michael Cunningham,3.93,1841150355,9781841150352,eng,230,1533,122,,
2136,Specimen Days,Michael Cunningham,3.58,312425023,9780312425029,eng,336,4380,441,,
2137,A Home at the End of the World,Michael Cunningham,3.90,312424086,9780312424084,eng,342,14277,644,,
2140,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.92,316172324,9780316172325,en-US,277,4089,345,,
2144,Blink-182: Tales from Beneath Your Mom,Mark Hoppus-Anne Hoppus-Alex Gaskarth,4.40,743422074,9780743422079,eng,112,158,19,,
2151,The Complete Novels,Jane Austen-Hugh  Thomson,4.55,517147688,9780517147689,eng,1103,298,31,,
2152,The Jane Austen Book Club,Karen Joy Fowler,3.08,452286530,9780452286535,eng,288,56434,3445,,
2153,Jane Austen: The Complete Novels,Jane Austen,4.55,517118297,9780517118290,eng,1103,264,24,,
2155,Jane Austen's Letters,Jane Austen-Deirdre Le Faye,4.15,192832972,9780192832979,eng,672,2211,66,,
2156,Persuasion,Jane Austen-James Kinsley-Maurgaux Motin-Deidre Shauna Lynch,4.13,192802631,9780192802637,eng,249,421344,10674,,
2157,Tea with Jane Austen,Kim Wilson-Tom Carpenter,3.78,097212179X,9780972121798,eng,128,1415,104,,
2165,The Old Man and the Sea,Ernest Hemingway,3.76,684830493,9780684830490,eng,132,628067,14689,,
2175,Madame Bovary,Gustave Flaubert-Malcolm Bowie-Margaret Mauldon-Tomás de C.  Duran-Mark Overstall-Victor Villarraza,3.66,192840398,9780192840394,eng,329,183254,5640,,
2176,Flaubert's Parrot,Julian Barnes,3.66,679731369,9780679731368,eng,190,8925,567,,
2178,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert-Francis Steegmuller-Eugène Delacroix,3.63,140435824,9780140435825,eng,230,358,32,,
2179,A Sentimental Education,Gustave Flaubert-Douglas Parmée,3.83,192836226,9780192836229,eng,464,104,6,,
2180,Madame Bovary,Gustave Flaubert-Mildred Marmur-Robin Morgan,3.66,451528204,9780451528209,eng,448,468,57,,
2182,Three Tales,Gustave Flaubert-Roger Whitehouse-Geoffrey Wall,3.71,140448004,9780140448009,eng,110,3050,139,,
2183,Sentimental Education,Gustave Flaubert-Robert Baldick-Geoffrey Wall,3.83,140447970,9780140447972,eng,460,13081,362,,
2186,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre-Carol Cosman,3.80,226735192,9780226735191,en-US,632,5,1,,
2187,Middlesex,Jeffrey Eugenides,3.99,312422156,9780312422158,eng,529,526111,19312,,
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,743270754,9780743270755,eng,916,125020,5912,,
2203,John Adams,David McCullough,4.06,743223136,9780743223133,eng,751,264047,5172,,
2204,The John Adams Reader: Eseential Writings on an American Composer,Thomas May-John   Adams,3.50,1574671324,9781574671322,eng,455,20,5,,
2205,The Letters of John and Abigail Adams,Abigail Adams-Frank Shuffelton,4.17,142437115,9780142437117,eng,512,267,26,,
2211,The Portable John Adams,John  Adams-John Patrick Diggins,4.11,142437786,9780142437780,eng,533,56,0,,
2218,Sex For Dummies,Ruth Westheimer,3.62,076455302X,9780764553028,eng,432,9,0,,
2219,Baby Signing For Dummies,Jennifer Watson,3.63,471773867,9780471773863,eng,257,36,8,,
2222,The Feeling Good Handbook,David D. Burns,4.00,452281326,9780452281325,eng,729,4666,119,,
2226,On Death and Dying,Elisabeth Kübler-Ross,4.16,684842238,9780684842233,eng,288,140,11,,
2227,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,4.08,684839377,9780684839370,eng,192,186,8,,
2228,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder-Albert Lee Strickland,3.77,72920963,9780072920963,eng,664,112,12,,
2236,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.64,938497197,9780938497196,eng,46,55,7,,
2249,The Seven Habits of Highly Effective People,Stephen R. Covey,4.09,671708635,9780671708634,eng,368,2419,225,,
