,bookID,title,authors,average_rating,isbn13,num_pages,ratings_count,Genre
7732,24196,The Boys Start the War (Boy/Girl Battle  #1),Phyllis Reynolds Naylor,4.02,9780440418412,144,1511,
7733,24198,The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,4.13,9780440409717,10,358,
7734,24202,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal-Jamie Suzanne,3.49,9780553175264,104,3,
7735,24205,Boys Against Girls (Sweet Valley Twins  #17),Francine Pascal-Jamie Suzanne,3.49,9780553155716,104,18,
7736,24213,Alice's Adventures in Wonderland & Through the Looking-Glass,Lewis Carroll-John Tenniel-Martin Gardner,4.07,9780451527745,239,367499,
7737,24215,Alice's Adventures in Wonderland: A Pop-Up Adaptation,Robert Sabuda-Lewis Carroll,4.33,9780689847431,12,21260,
7738,24217,Alice's Adventures in Wonderland and Through the Looking Glass,Lewis Carroll-John Tenniel-Tan Lin,4.07,9781593080150,286,2684,
7739,24218,Alice's Adventures in Wonderland,Lewis Carroll-Helen Oxenbury,4.01,9780763620493,208,65,
7740,24220,Alice's Adventures in Wonderland and Through the Looking-Glass (Alice's Adventures in Wonderland  #1-2),Lewis Carroll-Hugh Haughton-John Tenniel,4.07,9780141439761,357,3291,
7741,24221,Alice's Adventures in Wonderland,Lewis Carroll-Helen Oxenbury,4.01,9780763608040,207,224,
7742,24223,The Art of Warfare,Sun Tzu-Roger T. Ames,3.97,9780345362391,336,814,
7743,24244,The Black Ice (Harry Bosch  #2; Harry Bosch Universe  #2),Michael Connelly,4.07,9780446613446,448,42936,
7744,24247,The Black Ice Score,Donald E. Westlake,3.89,9780850316827,160,12,
7745,24248,Black Ice (Ice  #1),Anne Stuart,3.71,9780778321712,377,8152,
7746,24249,A Cavern of Black Ice (Sword of Shadows  #1),J.V. Jones,3.87,9780765345516,769,7759,
7747,24253,White Sky  Black Ice (Nathan Active Mystery  #1),Stan Jones,3.77,9781569473337,284,611,
7748,24255,Thus Spake the Corpse: An Exquisite Corpse Reader 1988-98 Vol 1 Poetry & Essays,Andrei Codrescu-Laura Rosenthal,3.83,9781574231007,417,18,
7749,24257,Thus Spoke Zarathustra,Friedrich Nietzsche,4.06,9781845882426,128,905,
7750,24268,A World Lit Only by Fire,William Manchester-Barrett Whitener,3.85,9780786160440,10,36,
7751,24270,War Comes to Willy Freeman (Arabus Family Saga  #1),James Lincoln Collier-Christopher Collier,3.6,9780440495048,192,253,
7752,24271,Skellig (Skellig  #1),David Almond,3.79,9780440229087,208,16388,
7753,24273,Skellig: The Play,David Almond,3.55,9780340854334,128,34,
7754,24280,Les Misérables,Victor Hugo-Lee Fahnestock-Norman MacAfee,4.16,9780451525260,1463,559595,
7755,24281,Les Misérables,Victor Hugo-Charles E. Wilbour,4.16,9780679600121,1260,718,
7756,24283,Les Misérables,Victor Hugo-Charles E. Wilbour-James K. Robinson,4.29,9780449300022,400,4565,
7757,24284,Les Misérables,Victor Hugo-Charles E. Wilbour-Peter Washington,4.16,9780375403170,1480,7958,
7758,24286,Les Mis﻿érables,Victor Hugo-Charles E. Wilbour,4.16,9781566199155,1222,119,
7759,24288,Les Miserables (Stepping Stones),Monica Kulling-Victor Hugo,4.27,9780679866688,112,536,
7760,24294,Because Of Winn-Dixie,Kate DiCamillo,4.03,9780439250511,185,194,
7761,24296,Because Of Winn Dixie,Kate DiCamillo,4.03,9780439250726,182,228,
7762,24297,At the Edge of the World (Crispin  #2),Avi,3.68,9780786851522,234,2497,
7763,24298,The Story of Avis,Elizabeth Stuart Phelps-Carol Phillips,3.55,9780813510996,250,168,
7764,24300,Poppy,Avi,3.96,9780689837180,163,6589,
7765,24304,Poppy's Return,Avi-Brian Floca,3.99,9780060000141,256,1086,
7766,24305,The Secret School,Avi,3.78,9780152046996,176,3540,
7767,24307,The Pen Is Mightier Than The Sword (The Amazing Days of Abby Hayes  #6),Anne Mazer-Monica Gesue,3.96,9780439178822,128,1063,
7768,24308,Have Wheels  Will Travel (The Amazing Days of Abby Hayes  #4),Anne Mazer-Monica Gesue,3.96,9780439178785,144,969,
7769,24309,Out of Sight  Out of Mind (The Amazing Days of Abby Hayes  #9),Anne Mazer-Monica Gesue-Joyce White,3.87,9780439353687,144,589,
7770,24312,The Best Is Yet to Come (The Amazing Days of Abby Hayes Super Special  #1),Anne Mazer,4.04,9781417629756,144,457,
7771,24315,Violet Makes A Splash (Sister Magic),Anne Mazer-Bill Brown,3.95,9780439872478,112,116,
7772,24316,The Trouble With Violet,Anne Mazer-Bill Brown,3.9,9780439872461,112,221,
7773,24328,Every Cloud Has A Silver Lining (The Amazing Days Of Abby Hayes),Anne Mazer-Mazer Anne,3.93,9780439341202,118,29,
7774,24330,Knowledge Is Power (The Amazing Days of Abby Hayes: #15),Anne Mazer,3.96,9781417629763,97,23,
7775,24335,The Trumpet of the Swan,E.B. White-Fred Marcellino,4.07,9780064408677,252,61304,
7776,24336,Ella Enchanted,Gail Carson Levine,3.98,9780007171682,274,500,
7777,24337,Ella Enchanted (Ella Enchanted #1),Gail Carson Levine,3.98,9780590920681,232,357867,
7778,24338,Ella Enchanted,Gail Carson Levine,3.98,9780590646086,232,133,
7779,24345,Sachs & Violens,Peter David-George Pérez,3.26,9781401210502,128,66,
7780,24346,Nicomachean Ethics,Aristotle-Joe Sachs,3.93,9781585100354,240,220,
7781,24374,Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom-Harper Lee,4.4,9780791077641,98,4152,
7782,24378,His Dark Materials,Nicholas Wright-Philip Pullman,4.04,9781854597687,236,36,
7783,24379,His Dark Materials: New Edition,Nicholas Wright-Philip Pullman,4.04,9781854598318,192,16,
7784,24381,His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,4.26,9780439994347,1016,331,
7785,24382,"His Dark Materials Gift Set: ""Northern Lights""  ""The Subtle Knife""  ""The Amber Spyglass""",Philip Pullman,4.26,9780439994798,1296,304,
7786,24384,The Cricket in Times Square,George Selden-Garth Williams,4.02,9780440228899,134,54174,
7787,24394,Lucie Babbidge's House,Sylvia Cassedy,3.75,9780380718122,242,160,
7788,24400,The Trouble With Poetry - And Other Poems,Billy Collins,4.17,9780375755217,101,5327,
7789,24403,Nine Horses,Billy Collins,4.17,9780375755200,144,4048,
7790,24404,The Art of Drowning,Billy Collins,4.25,9780822955672,95,194,
7791,24406,The Apple that Astonished Paris,Billy Collins,4.2,9781557280244,61,530,
7792,24414,The Circle (Dan Lenson  #3),David Poyer,4.08,9780312929640,543,337,
7793,24424,The Sorority: Samantha (Sorority Trilogy  #3),Tamara Thorne,3.79,9780786015412,288,175,
7794,24426,Scary Stories 3: More Tales to Chill Your Bones,Alvin Schwartz-Stephen Gammell,4.21,9780440845676,128,23,
7795,24427,Scary Stories 3: More Tales to Chill Your Bones,Alvin Schwartz-Stephen Gammell,4.21,9780590135894,113,105,
7796,24431,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce,4.28,9780439968089,453,43122,
7797,24432,Trickster's Choice (Daughter of the Lioness  #1),Tamora Pierce-Trini Alvarado,4.28,9780307283795,12,71,
7798,24437,How to Draw Manga Volume 15: Girls' Life Illustration File,Kazuko Tadano-Tadashi Ozawa,4.14,9784766113389,132,65,
7799,24438,Video Girl Ai  Vol. 15: Len's Story,Masakazu Katsura,3.74,9781421502953,208,129,
7800,24441,The Ships of Earth (Homecoming Saga #3),Orson Scott Card,3.54,9780812532630,351,9143,
7801,24442,Heathersleigh Homecoming (Secrets of Heathersleigh Hall  #3),Michael R. Phillips,4.32,9780764222375,429,190,
7802,24450,Bait and Switch: The (Futile) Pursuit of the American Dream,Barbara Ehrenreich,3.48,9780805081244,248,3926,
7803,24455,For Her Own Good: Two Centuries of the Experts' Advice to Women,Barbara Ehrenreich-Deirdre English,3.97,9781400078004,410,2056,
7804,24457,Fear of Falling: The Inner Life of the Middle Class,Barbara Ehrenreich,3.9,9780060973339,292,321,
7805,24458,On Duties,Marcus Tullius Cicero-Miriam T. Griffin-E.M. Atkins,3.95,9780521348355,241,1281,
7806,24459,On Duties (De Officiis),Marcus Tullius Cicero-Walter Miller,3.95,9780674990333,448,104,
7807,24467,Dragon Bones (Red Princess  #3),Lisa See,3.64,9780099415039,364,12,
7808,24471,The Interior (Red Princess  #2),Lisa See,3.69,9780099279488,431,2274,
7809,24472,Peony in Love,Lisa See,3.6,9781400064663,273,36508,
7810,24473,See How She Dies,Lisa Jackson,3.92,9780821776056,510,2797,
7811,24475,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman,3.85,9780743284882,374,14475,
7812,24476,Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.8,9780743406567,288,12200,
7813,24478,i am 8-bit: Art Inspired by Classic Videogames of the '80s,Jon M. Gibson-Chuck Klosterman,4.09,9780811853194,156,117,
7814,24482,A Sorrow Beyond Dreams,Peter Handke-Ralph Manheim-Jeffrey Eugenides,3.82,9781590170199,76,959,
7815,24494,The Calvin and Hobbes Lazy Sunday Book,Bill Watterson,4.67,9780836218527,128,19364,
7816,24497,No Idle Hands: The Social History of American Knitting,Anne Macdonald,4.0,9780345362537,512,433,
7817,24504,Bone Idle (Superintendent Bone  #6),Jill Staynes-Margaret Storey,3.59,9780747243274,296,6,
7818,24509,The Place of Dead Roads,William S. Burroughs,3.92,9780312278656,306,1781,
7819,24510,How to be Idle,Tom Hodgkinson,3.82,9780060779689,289,98,
7820,24517,The Stuffed Owl: An Anthology of Bad Verse,D.B. Wyndham-Lewis-Charles  Lee-Billy Collins-Max Beerbohm,3.72,9781590170380,264,71,
7821,24520,The Complete Aubrey/Maturin Novels (5 Volumes),Patrick O'Brian,4.7,9780393060119,6576,1287,
7822,24521,The Hundred Days (Aubrey & Maturin #19),Patrick O'Brian,4.35,9780393319798,281,5149,
7823,24523,Patrick O'Brian: A Life Revealed,Dean King,3.92,9780340792568,427,5,
7824,24524,The Final Unfinished Voyage of Jack Aubrey (Aubrey & Maturin #21),Patrick O'Brian-Richard Snow,3.98,9780393060256,144,2182,
7825,24525,The Truelove (Aubrey & Maturin #15),Patrick O'Brian,4.36,9780393310160,304,5838,
7826,24526,Blue at the Mizzen (Aubrey & Maturin #20),Patrick O'Brian,4.38,9780393321074,262,2191,
7827,24530,Field Guide to Home Buying in America,Mark LeVine-Michael Pollan-Stephen M. Pollan,2.5,9780671639617,256,4,
7828,24546,Gilliam on Gilliam (Directors on Directors),Terry Gilliam-Ian Christie,4.1,9780571202805,294,255,
7829,24561,The Pythons Autobiography by The Pythons,Michael Palin-Terry Gilliam-Graham Chapman,4.08,9780752852423,359,17,
7830,24562,The Adventures of Baron Munchausen: The Illustrated Screenplay,Terry Gilliam-Charles McKeown,3.48,9781557830418,238,10,
7831,24565,The Complete Monty Python's Flying Circus: All the Words  Vol. 2,Graham Chapman-John Cleese-Terry Gilliam-Eric Idle-Terry Jones-Michael Palin,4.44,9780679726487,384,1191,
7832,24566,The Pythons Autobiography by The Pythons,Graham Chapman-John Cleese-Terry Gilliam-Eric Idle-Terry Jones-Michael Palin-Bob McCabe,4.08,9780312311452,368,73,
7833,24568,The Complete Monty Python's Flying Circus: All the Words: Volume 1,Graham Chapman-Eric Idle-Terry Gilliam-John Cleese-Terry Jones-Michael Palin-Roger Wilmut,4.38,9780679726470,352,3129,
7834,24569,The Gangs of New York,Herbert Asbury-Jorge Luis Borges,3.59,9781560252757,384,2742,
7835,24570,The Gangs of New York,Herbert Asbury,3.59,9780099436744,384,143,
7836,24572,All Around the Town,Herbert Asbury,3.65,9781560255215,364,97,
7837,24580,The Adventures of Tom Sawyer & Adventures of Huckleberry Finn,Mark Twain,4.08,9780451528643,520,32742,
7838,24581,The Adventures of Tom Sawyer,Mark Twain-Scott McKowen,3.91,9781402714603,224,1481,
7839,24583,The Adventures of Tom Sawyer,Mark Twain-Guy Cardwell-John Seelye,3.91,9780143039563,244,633683,
7840,24589,The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,4.0,9780441542154,208,160,
7841,24591,The Short Stories  Vol 3,Ernest Hemingway-Stacy Keach,3.78,9780743527293,5,76,
7842,24594,Selections from the Oakland Tribune Archives (Images of America: California),Annalee Allen,3.0,9780738546780,128,2,
7843,24596,Sebastopol (Images of America: California),Western Sonoma County Historical Society,4.4,9780738528526,128,4,
7844,24597,Center City Philadelphia in the 19th Century (Images of America: Pennsylvania),Library Company of Philadelphia,4.44,9780738544922,128,9,
7845,24598,Juneau and Sauk Counties: 1850-2000 (Images of America: Wisconsin),Jacqueline Ann-Sheila Z.,2.67,9780738519388,128,3,
7846,24601,Paris Spleen,Charles Baudelaire-Louise Varèse,4.3,9780811200073,118,7549,
7847,24603,The Writer of Modern Life: Essays on Charles Baudelaire,Walter Benjamin-Michael W. Jennings-Rodney Livingstone-Edmund F.N. Jephcott-Harry Zohn-Howard Eiland,4.3,9780674022874,307,262,
7848,24604,Flowers of Evil and Other Works/Les Fleurs du Mal et Oeuvres Choisies : A Dual-Language Book (Dover Foreign Language Study Guides) (English and French Edition),Charles Baudelaire-Wallace Fowlie,4.34,9780486270920,304,556,
7849,24605,On Wine and Hashish,Charles Baudelaire-Andrew Brown-Margaret Drabble,3.95,9781843910176,88,742,
7850,24606,Intimate Journals,Charles Baudelaire-Christopher Isherwood-W.H. Auden,3.73,9780486447780,128,210,
7851,24607,The Painter of Modern Life and Other Essays (Phaidon Arts and Letters),Charles Baudelaire-Jonathon Mayne,3.97,9780714833651,310,609,
7852,24612,Candide,Voltaire-Larousse,3.76,9782038717006,240,214,
7853,24613,Candide,Voltaire-Mona Mulhair,3.76,9780743280549,286,3,
7854,24614,The Handbook (The Encheiridion),Epictetus-Nicholas P. White,4.22,9780915145690,35,650,
7855,24617,A Manual for Living,Epictetus-Sharon Lebell,4.22,9780062511119,96,148,
7856,24620,Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),Epictetus-William A. Oldfather,4.35,9780674992405,576,107,
7857,24626,A Stranger Came Ashore,Mollie Hunter-Lisa Falkenstern,3.82,9780064400824,163,444,
7858,24634,Rob Roy MacGregor,Nigel Tranter,3.92,9781897784310,192,97,
7859,24635,Rob Roy,Walter Scott,3.7,9780543899408,537,4,
7860,24636,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),Walter Scott-George Grant,3.7,9781581821291,288,12,
7861,24641,Kristin Lavransdatter 3: The Cross,Sigrid Undset,4.28,9780553142990,424,11,
7862,24645,The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset-Charles Archer,4.16,9780553110302,412,10,
7863,24647,Myths of the Norsemen: Retold from the Old Norse Poems and Tales,Roger Lancelyn Green-Alan Langford,4.02,9780140367386,262,385,
7864,24655,D'Aulaires' Book of Norse Myths,Ingri d'Aulaire-Edgar Parin d'Aulaire-Michael Chabon,4.38,9781590171257,154,3314,
7865,24657,Penguin Book Of Norse Myths: Gods Of The Vikings,Kevin Crossley-Holland,4.2,9780140258691,276,116,
7866,24658,The Prose Edda,Snorri Sturluson-Jesse L. Byock,4.16,9780140447552,180,8182,
7867,24660,Exploring the Northern Tradition: A Guide to the Gods  Lore  Rites  and Celebrations From the Norse  German  and Anglo-Saxon Traditions,Galina Krasskova-Swain Wódening,3.83,9781564147912,224,434,
7868,24666,Tales of the Norse Gods,Barbara Leonie Picard-Rosamund Fowler,4.07,9780192751164,160,40,
7869,24671,The Tristan Betrayal,Robert Ludlum,3.83,9780312990688,505,5810,
7870,24674,Isolde  Queen of the Western Isle (Tristan and Isolde  #1),Rosalind Miles,3.65,9781400047864,360,2218,
7871,24676,The Ultimate Guide to Anal Sex for Women,Tristan Taormino,4.11,9781573442213,180,367,
7872,24682,Oh  The Places You’ll Go!,Dr. Seuss,4.35,9780007158522,48,926,
7873,24686,Toys Go Out: Being the Adventures of a Knowledgeable Stingray  a Toughy Little Buffalo  and Someone Called Plastic (Toys #1),Emily Jenkins-Paul O. Zelinsky,3.93,9780375836046,116,3861,
7874,24692,Melville: His World and Work,Andrew Delbanco,4.03,9780375702976,448,259,
7875,24694,Bartleby and Benito Cereno,Herman Melville-Stanley Appelbaum,3.8,9780486264738,112,2107,
7876,24703,Racso and the Rats of NIMH,Jane Leslie Conly-Leonard B. Lubin,3.76,9780064402453,288,3231,
7877,24704,R-T  Margaret  and the Rats of NIMH,Jane Leslie Conly-Leonard B. Lubin,3.52,9780064403870,272,631,
7878,24705,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien,4.14,9780590102285,268,612,
7879,24707,Mrs. Frisby and the Rats of NIMH,Robert C. O'Brien-Barbara Caruso,4.14,9780788734526,8,58,
7880,24711,The Dance of the Dissident Daughter,Sue Monk Kidd,3.96,9780060645892,256,5319,
7881,24723,Talk Talk,T. Coraghessan Boyle,3.42,9780670037704,340,3993,
7882,24724,Drop City,T. Coraghessan Boyle-Richard Poe,3.85,9780142003800,497,10071,
7883,24725,Tooth and Claw,T. Coraghessan Boyle,3.82,9780143037439,304,1165,
7884,24726,Water Music,T. Coraghessan Boyle-James R. Kincaid,4.17,9780140065503,437,3128,
7885,24727,East Is East,T. Coraghessan Boyle,3.64,9780140131673,384,2047,
7886,24731,The Tortilla Curtain,T. Coraghessan Boyle,3.65,9780140238280,355,23410,
7887,24732,Riven Rock,T. Coraghessan Boyle,3.64,9780140271669,466,2221,
7888,24733,Descent of Man,T. Coraghessan Boyle,3.96,9780140299946,240,591,
7889,24736,World's End,T. Coraghessan Boyle,4.01,9780140299939,480,3180,
7890,24737,If the River Was Whiskey: Stories,T. Coraghessan Boyle,3.93,9780670826902,224,34,
7891,24739,If the River Was Whiskey,T. Coraghessan Boyle,3.93,9780140119503,240,1021,
7892,24749,American Writers  Supplement VIII,Jay Parini-August Wilson,0.0,9780684806372,400,0,
7893,24751,Greasy Lake & Other Stories,T. Coraghessan Boyle,3.94,9780140077810,240,1049,
7894,24753,L'Orient  c'est l'Orient,T. Coraghessan Boyle,3.64,9782246442615,370,0,
7895,24754,Budding Prospects: A Pastoral,T. Coraghessan Boyle,3.85,9780140299960,326,1702,
7896,24761,An Acceptable Time (Time Quintet  #5),Madeleine L'Engle,3.82,9780440208143,343,15906,
7897,24763,So Yesterday,Scott Westerfeld,3.58,9781595140326,256,10282,
7898,24765,Specials (Uglies  #3),Scott Westerfeld,3.77,9780689865404,384,148339,
7899,24767,Touching Darkness (Midnighters  #2),Scott Westerfeld,3.89,9780060519568,336,16945,
7900,24768,Pretties (Uglies  #2),Scott Westerfeld,3.85,9780689865398,370,206325,
7901,24769,Blue Noon (Midnighters  #3),Scott Westerfeld,3.85,9780060519599,384,14632,
7902,24770,Uglies (Uglies  #1),Scott Westerfeld,3.86,9780689865381,425,498455,
7903,24771,Evolution's Darling,Scott Westerfeld,3.53,9781568581491,290,434,
7904,24775,The Butterfly Tattoo,Philip Pullman,3.19,9780330397964,186,987,
7905,24777,Count Karlstein,Philip Pullman-Diana Bryan,3.5,9780375803482,256,1640,
7906,24779,The Castle of Llyr (The Chronicles of Prydain  #3),Lloyd Alexander,4.08,9780805080506,174,29624,
7907,24780,The Book of Three (The Chronicles of Prydain  #1),Lloyd Alexander,4.0,9780805080483,190,61995,
7908,24781,The High King (The Chronicles of Prydain  #5),Lloyd Alexander,4.24,9780805080520,253,47268,
7909,24782,Taran Wanderer (The Chronicles of Prydain  #4),Lloyd Alexander,4.14,9780805080513,222,33286,
7910,24783,Westmark (Westmark  #1),Lloyd Alexander,3.92,9780141310688,184,4049,
7911,24784,The Black Cauldron (The Chronicles of Prydain  #2),Lloyd Alexander,4.14,9780805080490,182,51994,
7912,24785,The Foundling and Other Tales of Prydain,Lloyd Alexander,3.93,9780805080537,98,3563,
7913,24786,The Prydain Companion: A Reference Guide to Lloyd Alexander's Prydain Chronicles,Michael O. Tunnell-Lloyd Alexander,4.21,9780805072716,281,82,
7914,24787,A Lloyd Alexander Collection,Lloyd Alexander,4.24,9780525467779,752,88,
7915,24788,The Philadelphia Adventure,Lloyd Alexander,3.88,9780142301449,150,564,
7916,24789,Libra,Don DeLillo-Michel Courtois-Fourcy,3.99,9782742731107,656,7,
7917,24790,Paula,Isabel Allende,4.1,9788497593885,432,23038,
7918,24796,Zorro,Isabel Allende-Margaret Sayers Peden,3.76,9780060787219,677,15788,
7919,24800,House of Leaves,Mark Z. Danielewski,4.12,9780385603102,705,90180,
7920,24804,A Parchment of Leaves,Silas House,4.17,9780345464972,304,3049,
7921,24810,Calvin y Hobbes 13: El secreto de la felicidad,Bill Watterson,4.33,9788440688354,48,3,
7922,24812,The Complete Calvin and Hobbes,Bill Watterson,4.82,9780740748479,1456,31249,
7923,24813,The Calvin and Hobbes Tenth Anniversary Book,Bill Watterson,4.63,9780836204384,208,48868,
7924,24814,It's a Magical World (Calvin and Hobbes #11),Bill Watterson,4.76,9780836221367,176,23336,
7925,24815,The Indispensable Calvin and Hobbes,Bill Watterson,4.74,9780751500288,255,15641,
7926,24816,Homicidal Psycho Jungle Cat (Calvin and Hobbes #9),Bill Watterson,4.72,9780836217698,176,14952,
7927,24817,The Essential Calvin and Hobbes,Bill Watterson,4.64,9780751512748,256,250,
7928,24818,The Days Are Just Packed,Bill Watterson,4.69,9780836217353,176,20021,
7929,24819,The Calvin And Hobbes:  Tenth Anniversary Book,Bill Watterson,4.63,9780751515572,208,298,
7930,24820,Calvin and Hobbes: Sunday Pages 1985-1995: An Exhibition Catalogue,Bill Watterson,4.71,9780740721359,96,3537,
7931,24827,Ship of Fools,Richard Paul Russo,3.74,9780441008933,370,2066,
7932,24828,The Rosetta Codex,Richard Paul Russo,3.23,9780441013302,384,21,
7933,24830,The Illustrated Man,Ray Bradbury,4.14,9780007127740,186,56781,
7934,24831,The Illustrated Man,Ray Bradbury,4.14,9780965020466,275,137,
7935,24832,The Illustrated Man,Ray Bradbury,4.14,9780553105575,186,80,
7936,24834,Microsklaven,Douglas Coupland-Tina Hohl,3.88,9783455011739,464,4,
7937,24835,The Sot-Weed Factor,John Barth,4.08,9781903809501,756,5777,
7938,24836,The Floating Opera and The End of the Road,John Barth,4.03,9780385240895,442,1897,
7939,24840,Chimera,John Barth,3.73,9780618131709,308,1727,
7940,24842,Letters,John Barth,3.82,9781564780614,772,202,
7941,24850,Scar Lover,Harry Crews,3.78,9780671797867,288,776,
7942,24853,Car,Harry Crews,3.96,9782070746330,208,529,
7943,24854,Knulp,Hermann Hesse,3.85,9783518380710,136,3059,
7944,24858,Narcisse et Goldmund,Hermann Hesse,4.2,9782253000044,251,210,
7945,24859,The Journey To The East,Hermann Hesse-Hilda Rosner,3.7,9780553073621,128,208,
7946,24860,Piktors Verwandlungen,Hermann Hesse,3.79,9783458018223,96,3,
7947,24861,Demian. Die Geschichte von Emil Sinclairs Jugend,Hermann Hesse,4.12,9783518367063,194,43967,
7948,24863,Demian,Hermann Hesse-Stanley Appelbaum,4.12,9780486420424,256,27,
7949,24865,The Ship Avenged,S.M. Stirling,4.06,9780671877668,364,3155,
7950,24866,Dragon's Kin (Pern  #17),Anne McCaffrey-Todd McCaffrey,3.92,9780345462008,320,7951,
7951,24869,Lyon's Pride (The Tower and the Hive  #4),Anne McCaffrey,3.91,9780552139144,347,7289,
7952,24870,The Masterharper of Pern (Pern  #15),Anne McCaffrey,4.23,9780552142748,462,19438,
7953,24872,Freedom's Ransom (Catteni  #4),Anne McCaffrey,3.94,9780552149099,367,3700,
7954,24873,Dragonflight (Pern: Dragonriders of Pern  #1),Anne McCaffrey-Dick Hill,4.1,9781597379519,8,116,
7955,24875,House of Stairs,William Sleator,3.85,9780140345803,176,3283,
7956,24878,Oddballs,William Sleator,3.88,9780140374384,144,257,
7957,24880,Hell Phone,William Sleator,3.5,9780810954793,252,561,
7958,24881,The Beasties,William Sleator,3.84,9780141306391,208,802,
7959,24884,The Duplicate,William Sleator,3.68,9780141304311,154,476,
7960,24885,Strange Attractors,William Sleator,3.71,9780140345827,176,226,
7961,24887,Parasite Pig (Interstellar Pig #2),William Sleator,3.63,9780142400869,224,347,
7962,24888,The Boy Who Couldn't Die,William Sleator,3.68,9780810987906,161,1649,
7963,24889,Among the Dolls,William Sleator,3.66,9780765352392,96,527,
7964,24890,The Angry Moon,William Sleator-Blair Lent,3.48,9780316797375,48,117,
7965,24893,That's Silly,William Sleator-Lawrence Di Fiori,3.6,9780525409816,46,5,
7966,24894,Once Said Darlene,William Sleator-Steven Kellogg,3.71,9780525364108,55,7,
7967,24895,Das Haus der Treppen,William Sleator-Hannelore Placzek,3.85,9783423078597,188,120,
7968,24897,Run,William Sleator,3.07,9780590317672,137,53,
7969,24898,Boltzmon!,William Sleator,3.65,9780525461319,160,84,
7970,24899,Interstellar Pig (Interstellar Pig #1),William Sleator,3.88,9780340850626,200,2067,
7971,24903,The Sea-Thing Child,Russell Hoban-Patrick Benson,3.79,9780744578263,48,100,
7972,24904,A Birthday for Frances,Russell Hoban-Lillian Hoban,4.22,9780099432449,32,2152,
7973,24905,Pilgermann,Russell Hoban,4.0,9780747556404,240,247,
7974,24908,How Tom Beat Captain Najork and His Hired Sportsmen (Captain Najork #1),Russell Hoban-Quentin Blake,4.27,9781567923223,32,296,
7975,24909,The Mouse and His Child,Russell Hoban-David Small,3.97,9780439098267,244,1780,
7976,24910,World's Fair,E.L. Doctorow,3.83,9780452275720,304,3074,
7977,24912,City of God,E.L. Doctorow,3.41,9780452282094,272,2315,
7978,24914,The March,E.L. Doctorow,3.8,9780812976151,363,8041,
7979,24917,Three Complete Novels: Billy Bathgate/World's Fair/Loon Lake,E.L. Doctorow,4.29,9780517100783,658,17,
7980,24919,Ragtime,E.L. Doctorow,3.88,9780333187623,270,57,
7981,24920,The Discomfort Zone: A Personal History,Jonathan Franzen,3.39,9780374299194,195,4660,
7982,24922,A Confederacy of Dunces,John Kennedy Toole,3.89,9780140282689,397,531,
7983,24923,A Confederacy of Dunces,John Kennedy Toole-Walker Percy,3.89,9780141182865,338,1409,
7984,24925,La conjura de los necios,John Kennedy Toole,3.89,9788496333604,462,68,
7985,24929,Lost,Gregory Maguire-Douglas Smith,2.81,9780060988647,340,13014,
7986,24933,Four Stupid Cupids (The Hamlet Chronicles  #4),Gregory Maguire-Elaine Clayton,3.52,9780064410724,224,110,
7987,24937,Wicked: The Grimmerie,David Cote-Stephen Schwartz-Joan Marcus-Winnie Holzman,4.18,9781401308209,192,48556,
7988,24939,A Little Bit Wicked (Last Man Standing  #1),Victoria Alexander,3.8,9780060882624,359,2169,
7989,24942,My Wicked  Wicked Ways,Errol Flynn-Jeffrey Meyers,4.01,9781845130497,438,1535,
7990,24944,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,9780553152647,215,59,
7991,24945,The Wonderful Story Of Henry Sugar and Six More,Roald Dahl,4.14,9780141311494,224,245,
7992,24946,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,9780553121544,215,14,
7993,24947,The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,9780140057737,240,231,
7994,24949,Danny The Champion of the World,Roald Dahl-Jill Bennett,4.08,9780553152890,196,7,
7995,24951,Danny the Champion of the World,Roald Dahl,4.08,9780435122218,208,19,
7996,24953,Danny The Champion Of The World,Roald Dahl-Quentin Blake,4.08,9780224064699,256,108,
7997,24955,Danny  Champion Du Monde,Roald Dahl,4.08,9782013218948,281,7,
7998,24956,The Science of the Hitchhiker's Guide to the Galaxy,Michael Hanlon,3.59,9780230008908,208,161,
7999,24958,The Dark Is Rising Sequence,Susan Cooper,4.28,9780140316889,786,256,
8000,24963,Greenwitch,Susan Cooper,4.0,9780689840340,147,22916,
